"","V1","V2","V3","V4","V5"
"TMIGD2",1,1,1,1,0
"EPB41L4A-DT",1,NA,NA,NA,0
"APOA4",1,NA,NA,1,0
"CELF3",1,-1,-1,1,1
"RHBDF2",1,1,-1,1,1
"KRTAP9-1",1,NA,NA,-1,1
"PLEKHG6",1,-1,1,-1,1
"SOX11",1,NA,NA,-1,1
"TFDP3",1,-1,1,1,1
"LCE3A",1,NA,1,-1,1
"EPHA1",1,-1,1,1,1
"UROC1",1,-1,1,1,1
"FAM226A",1,NA,NA,NA,0
"BIRC8",1,NA,NA,-1,1
"ANKLE1",1,-1,-1,1,1
"H3-4",1,NA,NA,NA,0
"HEXIM2",1,1,1,NA,0
"LDC1P",1,NA,NA,NA,0
"LBX2-AS1",1,NA,NA,NA,0
"FAM106C",1,NA,NA,NA,0
"CDK3",1,-1,1,1,1
"LOC100131496",1,NA,NA,-1,1
"MARK2P9",1,NA,NA,NA,0
"OR7E37P",1,NA,NA,1,0
"FAM226B",1,NA,NA,NA,0
"DPPA2P3",1,NA,NA,NA,0
"FAM138B",1,NA,NA,NA,0
"KLHDC7A",1,1,-1,-1,1
"SPAAR",1,1,-1,NA,1
"ASPRV1",1,1,-1,NA,1
"SCN2B",1,1,-1,NA,1
"TAF1L",1,-1,-1,-1,1
"TMEM114",1,1,1,1,0
"LHX4",1,-1,-1,1,1
"FOXE1",1,-1,-1,1,1
"TBC1D21",1,NA,1,-1,1
"NCR2",1,NA,1,-1,1
"DQX1",1,-1,1,1,1
"CSHL1",1,NA,1,1,0
"LINC02579",1,NA,NA,NA,0
"NBEAL2",1,-1,1,1,1
"UBE2MP1",1,NA,NA,-1,1
"CETN1",1,NA,NA,-1,1
"OR1M1",1,-1,-1,-1,1
"RGPD4-AS1",1,NA,NA,NA,0
"MAMSTR",1,1,1,-1,1
"NKX2-6",1,NA,NA,1,0
"PAQR4",1,1,-1,-1,1
"CDRT15L2",1,-1,1,1,1
"WDR83",1,-1,1,1,1
"GOLM2",-1,NA,NA,NA,0
"PALM3",1,-1,1,1,1
"ELMO3",1,-1,1,1,1
"SEC14L4",1,-1,-1,1,1
"LINC00965",1,NA,NA,NA,0
"CNTFR",1,1,-1,-1,1
"NOXO1",1,1,1,1,0
"ARGFXP2",1,NA,NA,1,0
"MKRN3",1,-1,-1,1,1
"MFSD13A",1,1,1,NA,0
"102723539",1,NA,NA,NA,0
"ELOA2",1,-1,-1,NA,1
"ELOVL2-AS1",1,NA,NA,NA,0
"LEISA1",1,NA,NA,NA,0
"USP17L2",1,-1,-1,1,1
"KPLCE",1,NA,NA,NA,0
"FTMT",1,NA,NA,-1,1
"BAHCC1",1,-1,-1,NA,1
"MUC12-AS1",1,NA,NA,NA,0
"PKN3",1,-1,1,NA,1
"MYADML2",1,-1,-1,1,1
"C6orf15",1,-1,1,-1,1
"CLDN34",1,-1,1,NA,1
"ARHGAP11A-DT",1,NA,NA,NA,0
"OR4D1",1,1,-1,NA,1
"NPW",1,1,-1,-1,1
"BPIFB3",1,NA,NA,NA,0
"EPHA8",1,-1,-1,1,1
"LOC105371567",1,NA,NA,NA,0
"PCDHB8",1,-1,-1,NA,1
"NPC1L1",1,-1,1,1,1
"ACTL7B",1,-1,-1,1,1
"GPR150",1,NA,NA,1,0
"CDRT15P2",1,NA,NA,NA,0
"PLEKHG4",1,-1,1,1,1
"DPPA5",1,NA,NA,1,0
"TEDDM1",1,-1,-1,-1,1
"LOC101060341",1,NA,NA,NA,0
"PCDHB6",1,-1,-1,-1,1
"ZNF653",1,-1,1,-1,1
"KRT33B",1,-1,1,1,1
"DUOX2",1,-1,1,NA,1
"TMEM95",1,-1,-1,1,1
"TARDBPP3",1,NA,NA,NA,0
"LINC00235",1,NA,NA,NA,0
"TREH",1,-1,-1,NA,1
"LCE1F",1,NA,NA,NA,0
"ST20-AS1",1,NA,NA,NA,0
"MYH3",1,-1,1,1,1
"RPL10L",1,-1,-1,NA,1
"KRTAP9-2",1,NA,NA,NA,0
"PTMAP11",1,NA,NA,NA,0
"PIP5K1P1",1,NA,NA,-1,1
"HDDC3",1,1,1,-1,1
"RTL1",1,-1,-1,1,1
"OR3A2",1,1,-1,1,1
"TUBB8",1,-1,-1,1,1
"CHRND",1,1,-1,-1,1
"SAE1P1",1,NA,NA,NA,0
"SYNJ2-IT1",1,NA,NA,NA,0
"ERVV-1",1,-1,-1,NA,1
"KRTAP2-4",1,NA,NA,-1,1
"ACTL7A",1,1,-1,NA,1
"CFAP144P1",1,NA,NA,NA,0
"CXCR2P1",1,NA,NA,-1,1
"OR1F1",1,1,-1,NA,1
"HMGB3P1",1,NA,NA,-1,1
"TSSK1B",1,-1,1,1,1
"CLDN24",1,-1,-1,NA,1
"OR2AE1",1,-1,-1,1,1
"GH1",1,-1,1,-1,1
"RPRM",1,NA,NA,-1,1
"KIF5A",1,-1,-1,1,1
"ADM5",1,-1,1,NA,1
"KRT33A",1,NA,1,-1,1
"CABP7",1,NA,NA,1,0
"LOC112694756",1,NA,NA,NA,0
"RTBDN",1,1,-1,1,1
"RLN2",1,1,-1,-1,1
"IRF2BP1",1,NA,NA,-1,1
"SNORA70H",1,NA,NA,NA,0
"GPR119",1,NA,NA,-1,1
"RBFOX3",1,-1,1,1,1
"GOLGA8N",1,-1,-1,NA,1
"KIAA1671-AS1",1,NA,NA,NA,0
"MAS1L",1,1,-1,-1,1
"SUMO1P1",1,NA,NA,NA,0
"IGF2",1,1,1,-1,1
"PCIF1",1,1,1,NA,0
"9220",1,NA,NA,NA,0
"SNRPD2P2",1,NA,NA,1,0
"H3-7",1,NA,NA,NA,0
"UBL7-DT",1,NA,NA,NA,0
"KRTAP4-12",1,NA,NA,NA,0
"LOC100128770",1,NA,NA,NA,0
"GAPDHS",1,-1,-1,-1,1
"RNASE8",1,1,-1,NA,1
"ST13P4",1,NA,NA,NA,0
"OR2T34",1,NA,-1,1,1
"BIN3-IT1",1,NA,NA,NA,0
"INHBE",1,1,-1,NA,1
"LOC105378691",1,NA,NA,NA,0
"LINC00852",1,NA,NA,NA,0
"LINC01144",1,NA,NA,NA,0
"CATSPERD",1,-1,-1,NA,1
"OR2T3",1,NA,-1,NA,1
"HDGFL1",1,-1,1,NA,1
"PKDREJ",1,1,-1,1,1
"CLDN25",1,-1,1,-1,1
"FOXR2",1,NA,1,1,0
"SEPTIN12",1,NA,NA,NA,0
"DCAF12L1",1,NA,NA,NA,0
"POU5F1B",1,NA,NA,NA,0
"B4GALNT1",1,-1,-1,-1,1
"AGRP",1,1,1,1,0
"OR1I1",1,-1,-1,1,1
"MARK2P21",1,NA,NA,NA,0
"RPL29P2",1,NA,NA,1,0
"DPH3P1",1,NA,NA,-1,1
"MIR6850",1,NA,NA,NA,0
"OR1F2P",1,NA,NA,-1,1
"FAM181B",1,NA,NA,1,0
"KCNE5",1,-1,1,NA,1
"HASPIN",1,1,-1,NA,1
"LRRC74B",1,-1,-1,NA,1
"WBP11P1",1,NA,NA,NA,0
"DNAH17-AS1",1,NA,NA,NA,0
"NHLRC1",1,1,1,NA,0
"FRAT1",1,1,1,1,0
"FOXG1",1,-1,1,1,1
"GPR152",1,-1,-1,NA,1
"MAN1B1-DT",1,NA,NA,NA,0
"EXOC3L1",1,1,1,NA,0
"MGC12916",1,NA,NA,1,0
"CCDC27",1,-1,-1,1,1
"C1RL-AS1",1,NA,NA,NA,0
"FBXL6",1,-1,1,-1,1
"MIR4713HG",1,NA,NA,NA,0
"KCNA10",1,-1,-1,NA,1
"IGBP1P1",1,NA,NA,NA,0
"ADAM11",1,-1,-1,-1,1
"WDR5CP",1,NA,NA,NA,0
"ZNHIT2",1,1,1,1,0
"OR2V2",1,-1,-1,-1,1
"MKRN9P",1,NA,NA,NA,0
"ZMYND15",1,-1,1,NA,1
"LOC105375313",1,NA,NA,NA,0
"UFD1-AS1",1,NA,NA,NA,0
"LOC100130992",1,NA,NA,NA,0
"PRECSIT",1,NA,NA,NA,0
"PPP1R2C",1,-1,1,NA,1
"DNM1P41",1,NA,NA,NA,0
"H1-6",1,NA,NA,NA,0
"AMIGO3",1,-1,-1,1,1
"HSD3BP4",1,NA,NA,NA,0
"SELENOKP3",1,NA,NA,NA,0
"OR10P1",1,1,1,-1,1
"LIN37",1,-1,1,1,1
"CDRT15",1,-1,1,NA,1
"NKAPL",1,1,1,-1,1
"C8G",1,1,1,-1,1
"APOM",1,1,1,-1,1
"ACER1",1,1,1,-1,1
"KRTAP1-5",1,NA,NA,1,0
"PRG1",1,NA,NA,-1,1
"OR7C2",1,NA,NA,1,0
"H2AP",1,NA,NA,NA,0
"KRT34",1,-1,-1,-1,1
"SLITRK1",1,-1,1,1,1
"GNB3",1,-1,1,-1,1
"LOC100289511",1,NA,NA,NA,0
"WFDC12",1,1,1,-1,1
"LOC100240734",1,NA,NA,-1,1
"PCK1",1,-1,1,-1,1
"HHATL",1,-1,1,-1,1
"CCDC184",1,-1,1,NA,1
"LINC01777",1,NA,NA,NA,0
"LOC105376447",1,NA,NA,NA,0
"OR5AU1",1,-1,-1,-1,1
"UBE2L5",1,-1,-1,NA,1
"KBTBD11-AS1",1,NA,NA,NA,0
"MLC1",1,1,-1,-1,1
"GRID2IP",1,-1,-1,1,1
"FAM99A",1,NA,NA,-1,1
"LINC00244",1,NA,NA,-1,1
"SPATA31A6",1,NA,1,NA,0
"HES5",1,NA,NA,NA,0
"ABCG4",1,-1,-1,-1,1
"USHBP1",1,-1,1,1,1
"LINC00460",1,NA,NA,-1,1
"CLPS",1,-1,1,1,1
"TFAP2A-AS1",1,NA,NA,NA,0
"GAMT",1,1,1,1,0
"ENTPD2",1,-1,-1,NA,1
"OR4D2",1,NA,NA,1,0
"GOLGA6L22",1,-1,-1,NA,1
"MAGEA3",1,NA,1,NA,0
"DRD1",1,NA,NA,-1,1
"ARAP3",1,-1,1,-1,1
"ITPRIP",1,-1,1,-1,1
"INSM2",1,NA,NA,NA,0
"105379215",1,NA,NA,NA,0
"PAQR9",1,1,-1,-1,1
"C3orf80",1,1,-1,1,1
"GOLGA8DP",1,NA,NA,NA,0
"OR7C1",1,-1,-1,-1,1
"LOC100506472",1,NA,NA,NA,0
"IL25",1,-1,-1,-1,1
"EIF2S3B",1,1,-1,NA,1
"H2BC1",1,NA,NA,NA,0
"NR2C2AP",1,1,1,NA,0
"HTR6",1,NA,NA,1,0
"PRM2",1,NA,-1,-1,1
"GMCL2",1,NA,NA,NA,0
"OR3A4P",1,NA,NA,-1,1
"CDCA5",1,-1,-1,-1,1
"PRR23A",1,NA,NA,1,0
"TKTL2",1,-1,1,1,1
"LINC00226",1,NA,NA,NA,0
"CATSPER4",1,-1,-1,1,1
"OR2T27",1,NA,NA,1,0
"KRTAP4-4",1,NA,NA,NA,0
"FAM86B2",1,1,-1,-1,1
"MOS",1,NA,NA,-1,1
"OR51D1",1,1,1,-1,1
"CSAG3",1,1,1,-1,1
"FKSG29",1,NA,NA,-1,1
"TEX13B",1,1,-1,1,1
"KDM4E",1,-1,-1,NA,1
"VSIG8",1,-1,-1,-1,1
"IFNL1",1,NA,NA,NA,0
"OC90",1,NA,NA,1,0
"FBLL1",1,1,1,-1,1
"OR1B1",1,-1,-1,1,1
"OR10S1",1,NA,NA,-1,1
"VSTM1",1,1,-1,1,1
"C22orf39",1,1,1,1,0
"OR2S2",1,-1,1,1,1
"CCDC194",1,-1,1,NA,1
"LLGL2",1,-1,1,-1,1
"OR2B11",1,-1,-1,-1,1
"RBMXL2",1,1,-1,-1,1
"GEMIN8P4",1,NA,NA,1,0
"LINC02902",1,NA,NA,NA,0
"LOC646903",1,NA,NA,-1,1
"ANP32AP1",1,NA,NA,NA,0
"MATN4",1,1,1,-1,1
"LIME1",1,1,1,-1,1
"LRRC37A6P",1,NA,NA,NA,0
"ZPR1",1,1,-1,NA,1
"OR9A2",1,-1,-1,-1,1
"C5orf24",-1,1,1,1,1
"H2AC1",1,NA,NA,NA,0
"KRT9",1,NA,1,1,0
"CCDC185",1,1,-1,NA,1
"MIR3171HG",1,NA,NA,NA,0
"OR6S1",1,1,-1,NA,1
"PIN1P1",1,NA,NA,-1,1
"PLXNB3",1,-1,1,-1,1
"CAMSAP3",1,-1,1,NA,1
"KRTAP10-3",1,-1,1,1,1
"DOLK",1,1,1,-1,1
"MT1IP",1,NA,NA,-1,1
"KRTAP4-11",1,NA,NA,NA,0
"PDCD4-AS1",1,NA,NA,NA,0
"VENTXP1",1,NA,NA,-1,1
"APOL2",1,-1,-1,1,1
"SLC25A45",1,-1,1,NA,1
"ATOH7",1,-1,1,1,1
"E4F1",1,-1,1,1,1
"LOC107986794",1,NA,NA,NA,0
"ATP5MGL",1,-1,1,NA,1
"IFITM4P",1,NA,NA,NA,0
"OR6W1P",1,NA,NA,-1,1
"ZCCHC13",1,NA,NA,1,0
"FBXO41",1,1,-1,-1,1
"IER5L",1,1,1,-1,1
"PYGM",1,-1,1,-1,1
"H3-5",1,NA,NA,NA,0
"VENTXP7",1,NA,NA,NA,0
"SDC4P",1,NA,NA,NA,0
"NKAIN4",1,-1,-1,1,1
"VHLL",1,-1,-1,1,1
"SNORA70D",1,NA,NA,NA,0
"PNCK",1,-1,1,1,1
"DAB2IP",1,1,1,-1,1
"SNORA30",1,NA,NA,NA,0
"KRTAP23-1",1,-1,0,-1,1
"C3orf22",1,-1,1,-1,1
"CCNE1",1,1,1,-1,1
"PABPC1L2A",1,-1,-1,NA,1
"OR10G8",1,NA,NA,-1,1
"OR2T2",1,NA,NA,NA,0
"LRRC30",1,NA,NA,NA,0
"OR2Y1",1,NA,NA,1,0
"OR7G2",1,-1,-1,-1,1
"KRTAP4-6",1,1,NA,1,0
"MIR6859-1",1,NA,NA,NA,0
"LYZL4",1,1,1,-1,1
"KLHDC8A",1,1,-1,NA,1
"HNRNPA3P1",1,NA,NA,NA,0
"GPR101",1,-1,1,1,1
"TEDC2-AS1",1,NA,NA,NA,0
"PARTICL",1,NA,NA,NA,0
"APCS",1,NA,NA,-1,1
"HES2",1,1,1,1,0
"LINC00115",1,NA,NA,-1,1
"CSH1",1,-1,1,1,1
"OR52K2",1,1,1,NA,0
"ERICH4",1,-1,-1,NA,1
"SLC20A1-DT",1,NA,NA,NA,0
"OR2W3",1,1,-1,-1,1
"H4C7",1,NA,NA,NA,0
"TAS2R60",1,-1,1,NA,1
"CCDC106",1,1,1,NA,0
"TAS2R40",1,-1,-1,1,1
"SLC9A7P1",1,NA,NA,1,0
"REXO1",1,-1,1,1,1
"SDCBP2",1,-1,1,-1,1
"CIBAR1P2",1,NA,NA,NA,0
"GGT2P",1,NA,NA,NA,0
"FKBP1A-SDCBP2",1,NA,NA,NA,0
"OR10C1",1,NA,NA,NA,0
"OR10G9",1,NA,NA,-1,1
"USP17L6P",1,NA,NA,NA,0
"KRTAP2-1",1,1,NA,NA,0
"BARX1",1,-1,-1,1,1
"FFAR3",1,-1,-1,-1,1
"ANP32D",1,-1,1,-1,1
"TMEM191C",1,1,1,1,0
"AKR7A2P1",1,NA,NA,-1,1
"DDX41",1,1,1,NA,0
"DUSP21",1,NA,1,-1,1
"LINC00494",1,NA,NA,NA,0
"HSD17B1-AS1",1,NA,NA,NA,0
"TMEM200C",1,1,-1,1,1
"DCAF8L2",1,-1,-1,1,1
"MTRNR2L4",1,-1,-1,NA,1
"HSD17B1",1,-1,1,1,1
"VN1R4",1,NA,NA,1,0
"SARS2",1,-1,1,1,1
"KRT10",1,1,1,1,0
"CALML3",1,-1,1,-1,1
"SPDYE1",1,-1,-1,1,1
"LOC105379476",1,NA,NA,NA,0
"SLC16A8",1,-1,-1,NA,1
"MIR600HG",1,NA,NA,1,0
"ZNF534",1,1,-1,1,1
"OR1L6",1,1,-1,-1,1
"GRK6P1",1,NA,NA,NA,0
"NUP210L",1,-1,-1,-1,1
"MIR6859-3",1,NA,NA,NA,0
"FAM47B",1,NA,NA,1,0
"COA5",-1,-1,-1,-1,0
"GSS",-1,-1,1,-1,1
"LOC105372842",1,NA,NA,NA,0
"OR52I2",1,-1,-1,NA,1
"LOC100996662",1,NA,NA,NA,0
"RPL13P5",1,NA,NA,-1,1
"TMEM262",1,-1,1,NA,1
"ACBD4",1,1,1,NA,0
"RTEL1-TNFRSF6B",1,-1,1,NA,1
"SEMA7A",1,-1,-1,1,1
"LINC02113",1,NA,NA,NA,0
"OR4D5",1,NA,NA,1,0
"OR52N2",1,-1,1,1,1
"DDI1",1,NA,1,1,0
"YBX3P1",1,NA,NA,NA,0
"C17orf100",1,1,1,-1,1
"DLG5-AS1",1,NA,NA,NA,0
"PRAM1",1,-1,1,NA,1
"RNF26",1,1,1,-1,1
"TRAPPC14",1,NA,NA,NA,0
"PITPNM2",1,-1,1,1,1
"PPP1R13B-DT",1,NA,NA,NA,0
"LINC02280",1,NA,NA,NA,0
"MAGEE2",1,1,-1,-1,1
"OR7D4",1,-1,-1,-1,1
"POU5F1P3",1,NA,NA,NA,0
"DNAJB11",-1,1,-1,-1,1
"TAS2R38",1,NA,-1,1,1
"RAC3",1,-1,1,-1,1
"ICAM4",1,1,1,-1,1
"OR6F1",1,NA,-1,-1,1
"HCG4B",1,NA,NA,-1,1
"RPL23AP64",1,NA,NA,1,0
"LINC03027",1,NA,NA,NA,0
"PIGW",1,-1,1,-1,1
"LOC105378347",1,NA,NA,NA,0
"POM121L12",1,NA,NA,-1,1
"KRTAP4-5",1,NA,NA,1,0
"SLC25A2",1,-1,-1,1,1
"MSX2P1",1,NA,NA,-1,1
"DND1",1,NA,NA,-1,1
"LCE1A",1,NA,NA,NA,0
"AA06",1,NA,NA,NA,0
"PPM1N",1,-1,-1,-1,1
"ALPG",1,NA,NA,NA,0
"SNORA71E",1,NA,NA,NA,0
"NACA4P",1,NA,NA,NA,0
"B3GAT1",1,1,1,-1,1
"THOC6",1,-1,1,1,1
"PIF1",1,-1,-1,1,1
"KRTAP1-1",1,NA,NA,-1,1
"OR1N2",1,1,-1,NA,1
"CHRNA7",1,-1,-1,1,1
"PPP3R2",1,1,-1,1,1
"SOWAHB",1,-1,-1,NA,1
"PWRN2",1,NA,NA,1,0
"SCN3B",1,-1,-1,-1,1
"DHRS2",1,1,1,NA,0
"CALML3-AS1",1,NA,NA,NA,0
"MAGEB4",1,1,NA,NA,0
"LY6G5B",1,-1,1,NA,1
"MIR4658",1,NA,NA,NA,0
"RPH3A",1,-1,-1,-1,1
"DOCK8-AS1",1,NA,NA,NA,0
"BCAR3-AS1",1,NA,NA,NA,0
"PCDHB11",1,1,-1,-1,1
"APBB1",1,1,1,-1,1
"MSTO2P",1,NA,NA,NA,0
"TBC1D26-AS1",1,NA,NA,NA,0
"HSD3B1",1,-1,-1,-1,1
"LOC105378433",1,NA,NA,NA,0
"RACGAP1P1",1,NA,NA,NA,0
"GTSE1",1,-1,1,-1,1
"PISRT1",1,NA,NA,NA,0
"OR4S1",1,NA,NA,-1,1
"FAM180B",1,NA,NA,1,0
"SNORD15B",-1,NA,NA,NA,0
"ZNF526",1,1,1,-1,1
"LOC100130673",1,NA,NA,NA,0
"MGC2889",1,NA,NA,1,0
"OR5B21",1,1,-1,NA,1
"IL24",1,1,-1,1,1
"LOC728739",1,NA,NA,-1,1
"NTN5",1,-1,1,1,1
"LOC643406",1,NA,NA,NA,0
"OR9I1",1,NA,NA,-1,1
"RADIL",1,1,1,1,0
"OR3A1",1,1,-1,-1,1
"SPATA31A3",1,NA,-1,NA,1
"RSPO1",1,1,-1,-1,1
"SDHAF1",1,1,1,1,0
"PNMT",1,-1,1,1,1
"IL36RN",1,-1,1,1,1
"GALP",1,1,-1,-1,1
"TMEM94",1,-1,1,NA,1
"SPATA31A7",1,-1,-1,NA,1
"MRGPRX4",1,NA,1,NA,0
"LOC100132062",1,NA,NA,NA,0
"POM121L8P",1,NA,NA,1,0
"RPL13AP3",1,NA,NA,1,0
"OR52B2",1,-1,-1,1,1
"IFT122P3",1,NA,NA,NA,0
"DCAF4L2",1,NA,NA,1,0
"LOC100272217",1,NA,NA,NA,0
"PNPLA2",1,-1,1,1,1
"CDRT15P3",1,NA,NA,NA,0
"283174",1,NA,NA,NA,0
"RNF5P1",1,NA,NA,NA,0
"OR2T1",1,NA,NA,NA,0
"HPYR1",1,NA,NA,1,0
"ZGLP1",1,1,1,-1,1
"LOC101929599",1,NA,NA,NA,0
"SLC25A51P1",1,NA,NA,NA,0
"KRTAP4-8",1,NA,NA,1,0
"PCDHB18P",1,NA,NA,NA,0
"SLC7A10",1,1,1,-1,1
"OR4C46",1,NA,NA,1,0
"OR1G1",1,1,-1,1,1
"CHRNG",1,-1,1,-1,1
"MYH7",1,NA,NA,1,0
"DRD5P2",1,NA,NA,NA,0
"CEACAM18",1,NA,NA,1,0
"SIGLEC8",1,1,1,1,0
"OR2T12",1,-1,-1,NA,1
"LSP1P4",1,NA,NA,NA,0
"ERC2-IT1",1,NA,NA,NA,0
"SNAPC2",1,1,1,-1,1
"ALDOA",1,1,1,-1,1
"INAFM1",1,1,1,NA,0
"RABGGTA",1,-1,1,1,1
"NR1I2",1,-1,1,1,1
"LILRA1",1,1,-1,NA,1
"CXorf65",1,1,1,-1,1
"AWAT1",1,-1,-1,-1,1
"SSX5",1,-1,-1,NA,1
"SLC4A1",1,-1,1,-1,1
"ACTBL2",1,NA,NA,-1,1
"CES2",1,-1,-1,-1,1
"LOC107985079",1,NA,NA,NA,0
"SPHK1",1,-1,1,NA,1
"APOBR",1,1,1,1,0
"NEURL4",1,-1,1,1,1
"ARHGAP36",1,-1,1,1,1
"TEAD3",1,NA,NA,-1,1
"OR10G3",1,-1,-1,-1,1
"SLC34A1",1,-1,-1,-1,1
"OR5P3",1,1,1,1,0
"RPAP3-DT",1,NA,NA,NA,0
"LOC148696",1,NA,NA,-1,1
"ATP2A1",1,-1,1,-1,1
"CRIP3",1,-1,1,-1,1
"LLGL1",1,-1,-1,1,1
"LOC105378590",1,NA,NA,NA,0
"DCAF12L2",1,NA,NA,-1,1
"RPS26P11",1,NA,NA,NA,0
"ZNF414",1,1,1,-1,1
"LMNTD2",1,-1,1,NA,1
"TMEM191B",1,1,-1,-1,1
"RASAL2-AS1",1,NA,NA,NA,0
"LOC101060524",1,NA,NA,NA,0
"MAGEE1",1,1,-1,-1,1
"KMT2B",1,-1,1,NA,1
"ACTG1P20",1,NA,NA,NA,0
"RIMBP3B",1,1,1,NA,0
"KIF9-AS1",1,NA,NA,NA,0
"ACSF2",1,1,1,1,0
"KCND1",1,1,1,NA,0
"ZNF80",1,1,-1,1,1
"APPBP2",-1,-1,-1,-1,0
"SMC1A",1,1,-1,-1,1
"LINC01721",1,NA,NA,NA,0
"TBC1D17",1,1,1,-1,1
"IZUMO4",1,-1,1,-1,1
"LOC105378106",1,NA,NA,NA,0
"PECAM1",1,1,-1,-1,1
"HIRIP3",1,1,1,-1,1
"TMEM270",1,-1,-1,NA,1
"MIR6859-4",1,NA,NA,NA,0
"107986532",1,NA,NA,NA,0
"USP47",-1,1,-1,-1,1
"PSRC1",1,-1,-1,NA,1
"CHST12",1,1,-1,-1,1
"TGM7",1,-1,1,NA,1
"LOC107987137",1,NA,NA,NA,0
"OR1D5",1,NA,NA,1,0
"STAR",1,1,-1,1,1
"RNASE10",1,-1,-1,-1,1
"OR8A1",1,-1,-1,NA,1
"ATXN3L",1,NA,NA,1,0
"SPDYE2",1,-1,-1,-1,1
"MTRNR2L10",1,-1,-1,NA,1
"112268188",1,NA,NA,NA,0
"CTSV",1,-1,1,NA,1
"SNORA36C",1,NA,NA,NA,0
"KRTAP4-7",1,-1,-1,1,1
"S100A8",1,1,-1,-1,1
"SLC29A4",1,1,1,1,0
"KRTAP5-1",1,-1,-1,1,1
"THPO",1,-1,1,1,1
"PCDHB1",1,-1,-1,-1,1
"LIPE-AS1",1,NA,NA,NA,0
"FAM99B",1,NA,NA,NA,0
"ADAM30",1,NA,NA,1,0
"MAP2K7",1,-1,1,-1,1
"OBP2A",1,-1,1,1,1
"PERM1",1,-1,1,NA,1
"OR10G7",1,NA,NA,1,0
"OR8B8",1,-1,-1,1,1
"LINC02802",1,NA,NA,NA,0
"LRRC2-AS1",1,NA,NA,NA,0
"LOC100652833",1,NA,NA,NA,0
"TEN1-CDK3",1,-1,1,NA,1
"OR2H2",1,-1,-1,NA,1
"INPPL1",1,-1,1,1,1
"GOLGA8CP",1,NA,NA,NA,0
"INPP5J",1,1,1,NA,0
"ARIH2OS",1,1,1,NA,0
"TAAR5",1,NA,NA,-1,1
"LINC01456",1,NA,NA,NA,0
"OR2T35",1,NA,NA,NA,0
"TMEM147-AS1",1,NA,NA,NA,0
"ZNF687",1,1,1,-1,1
"NEUROG3",1,1,1,1,0
"BRD1",1,-1,1,1,1
"SLC22A14",1,-1,-1,1,1
"BFSP2-AS1",1,NA,NA,NA,0
"C6orf226",1,NA,NA,-1,1
"LINC00518",1,NA,NA,NA,0
"HGH1",1,1,1,NA,0
"OR7G1",1,NA,NA,1,0
"POU3F2",1,-1,-1,-1,1
"SLC2A5",1,1,-1,-1,1
"LINC01500",1,NA,NA,NA,0
"IL17RA",1,1,1,-1,1
"SPATA31C2",1,NA,NA,NA,0
"TRIM65",1,-1,-1,-1,1
"MIR6859-2",1,NA,NA,NA,0
"KRT78",1,-1,1,-1,1
"LOC112267855",1,NA,NA,NA,0
"DDX53",1,-1,1,NA,1
"EVI5L",1,1,1,1,0
"DGCR11",1,NA,NA,1,0
"GPR27",1,1,-1,NA,1
"LINC00934",1,NA,NA,NA,0
"KIF2B",1,NA,NA,1,0
"PPIAL4E",1,-1,-1,NA,1
"KRTAP11-1",1,NA,1,NA,0
"OR10A3",1,-1,1,NA,1
"CRIPTO3",1,NA,NA,NA,0
"DNAJC4",1,1,1,1,0
"OR10J1",1,-1,-1,NA,1
"VN1R5",1,NA,NA,-1,1
"OR2T4",1,-1,-1,-1,1
"ASCL4",1,1,1,1,0
"IRS4",1,-1,-1,1,1
"ACTRT1",1,NA,1,1,0
"FUT3",1,-1,-1,-1,1
"LOC100507547",1,NA,NA,1,0
"FHL3",1,1,1,1,0
"UBE2DNL",1,NA,NA,1,0
"VN1R2",1,1,1,-1,1
"PCDHB13",1,-1,-1,-1,1
"REEP4",1,-1,1,-1,1
"KRTAP5-2",1,-1,-1,-1,1
"MSI1",1,-1,-1,-1,1
"CLCN6",1,-1,-1,1,1
"PAX6-AS1",1,NA,NA,NA,0
"KRTAP9-3",1,NA,NA,-1,1
"LINC01915",1,NA,NA,NA,0
"CLCN1",1,1,1,1,0
"KRTAP5-AS1",1,NA,NA,NA,0
"TAS2R39",1,NA,-1,-1,1
"C6orf141",1,-1,1,NA,1
"LOC107984334",1,NA,NA,NA,0
"OR1A2",1,NA,NA,1,0
"CARD14",1,-1,-1,-1,1
"HK3",1,1,1,-1,1
"105373184",1,NA,NA,NA,0
"MAGEB3",1,NA,NA,1,0
"ATP1A1-AS1",1,NA,NA,NA,0
"KIF4B",1,-1,1,NA,1
"LTK",1,-1,1,1,1
"TCL6",1,NA,NA,1,0
"SLC39A3",-1,1,-1,-1,1
"PURG",1,1,-1,-1,1
"101928841",1,NA,NA,NA,0
"DNASE1",1,-1,-1,-1,1
"OR13H1",1,NA,NA,1,0
"105373534",1,NA,NA,NA,0
"RNF222",1,-1,-1,1,1
"FCSK",1,NA,NA,NA,0
"ADGRB2",1,-1,1,NA,1
"RNF112",1,-1,-1,-1,1
"TKFC",1,-1,1,NA,1
"SH3GL1P1",1,NA,NA,1,0
"HES4",1,-1,1,NA,1
"ACD",1,-1,1,-1,1
"NANOS1",1,1,1,NA,0
"LOC105374809",-1,NA,NA,NA,0
"POLE4",-1,1,1,NA,1
"ANXA2R",1,1,1,NA,0
"ABCG8",1,NA,NA,-1,1
"IGSF22",1,1,1,-1,1
