"","V1","V2","V3","V4","V5"
"SGTA",NA,-1,NA,NA,0
"CNTD2",NA,-1,NA,NA,0
"SHD",NA,1,NA,NA,0
"LIM2",NA,1,NA,NA,0
"NKG7",NA,1,1,NA,0
"CCDC114",NA,-1,NA,NA,0
"HAS1",NA,-1,-1,NA,0
"DBP",NA,1,NA,NA,0
"SLC5A5",NA,-1,NA,NA,0
"ELL",NA,-1,NA,NA,0
"TMEM59L",NA,-1,NA,NA,0
"ATP6V0A4",NA,-1,NA,NA,0
"TFEC",NA,1,NA,NA,0
"CPVL",NA,1,NA,NA,0
"CHCHD2",NA,-1,NA,NA,0
"PTPRZ1",NA,-1,NA,NA,0
"SERPINE1",NA,-1,NA,NA,0
"TMEM176B",NA,1,NA,NA,0
"KCNT1",NA,-1,NA,NA,0
"PDLIM1",NA,-1,NA,NA,0
"RAB11FIP2",NA,-1,NA,NA,0
"LIPA",NA,1,1,NA,0
"CCDC6",NA,-1,-1,NA,0
"KRT23",NA,-1,NA,NA,0
"CSF3",NA,-1,NA,NA,0
"P2RX1",NA,-1,NA,NA,0
"ALDH3A1",NA,-1,NA,NA,0
"RND2",NA,-1,1,NA,1
"TNFAIP1",NA,-1,-1,NA,0
"SULT1E1",NA,-1,-1,NA,0
"AREG",NA,-1,NA,NA,0
"IL2",NA,1,NA,NA,0
"CPE",NA,-1,-1,NA,0
"KLF3",NA,-1,NA,NA,0
"CRTAM",NA,1,NA,NA,0
"MS4A6A",NA,1,NA,NA,0
"APOC3",NA,1,1,NA,0
"SLC15A3",NA,1,NA,NA,0
"CALCA",NA,-1,NA,NA,0
"POU2AF1",NA,-1,NA,NA,0
"NT5DC3",NA,-1,NA,NA,0
"SLCO1B3",NA,-1,NA,NA,0
"SUDS3",NA,-1,NA,NA,0
"KLRB1",NA,1,NA,NA,0
"RSPH4A",NA,-1,NA,NA,0
"MAK",NA,-1,NA,NA,0
"GABRR2",NA,-1,NA,NA,0
"RBM24",NA,-1,NA,NA,0
"BVES",NA,1,-1,NA,1
"B3GAT2",NA,-1,NA,NA,0
"UNC93A",NA,-1,NA,NA,0
"C6orf118",NA,-1,NA,NA,0
"LY86",NA,1,NA,NA,0
"HSPA9",NA,-1,NA,NA,0
"HBEGF",NA,-1,NA,NA,0
"LOX",NA,-1,-1,NA,0
"GZMK",NA,1,NA,NA,0
"IRX4",NA,-1,NA,NA,0
"NR3C1",NA,1,NA,NA,0
"C9",NA,-1,NA,NA,0
"ERGIC1",NA,-1,NA,NA,0
"STC2",NA,-1,NA,NA,0
"BCL6",NA,-1,NA,NA,0
"HES1",NA,-1,NA,NA,0
"MORC1",NA,1,NA,NA,0
"UPK1B",NA,-1,NA,NA,0
"VIPR1",NA,-1,NA,NA,0
"INO80D",NA,-1,NA,NA,0
"FNDC4",NA,-1,NA,NA,0
"PPM1G",NA,-1,NA,NA,0
"REEP6",NA,-1,NA,NA,0
"REG1A",NA,1,NA,NA,0
"STAT1",NA,1,NA,NA,0
"OTX1",NA,-1,NA,NA,0
"GNLY",NA,1,NA,NA,0
"IL1RL1",NA,-1,NA,NA,0
"ATP6V1B1",NA,-1,NA,NA,0
"NPHS2",NA,-1,NA,NA,0
"ERRFI1",NA,-1,NA,NA,0
"SRSF4",NA,-1,NA,NA,0
"CAPZA1",NA,-1,NA,NA,0
"PLA2G4A",NA,1,NA,NA,0
"GADD45A",NA,-1,NA,NA,0
"RRAGC",NA,-1,NA,NA,0
"RIMS3",NA,-1,-1,NA,0
"PLA2G2D",NA,1,1,NA,0
"TSPAN1",NA,-1,NA,NA,0
"F3",NA,-1,NA,NA,0
"FASLG",NA,1,NA,NA,0
"STX12",NA,-1,NA,NA,0
"MUC5B",NA,-1,NA,NA,0
"APOA1",NA,1,1,NA,0
"PPL",NA,-1,NA,NA,0
"CCND2",NA,-1,NA,NA,0
"DNAH7",NA,-1,NA,NA,0
"NR4A3",NA,-1,NA,NA,0
"ONECUT2",NA,1,NA,NA,0
"IFIT3",NA,1,NA,NA,0
"CNNM1",NA,-1,NA,NA,0
"CXorf21",NA,1,NA,NA,0
"TP53AIP1",NA,-1,NA,NA,0
"DUSP4",NA,-1,NA,NA,0
"RDH10",NA,-1,-1,NA,0
"CCR2",NA,1,NA,NA,0
"CPXM2",NA,-1,NA,NA,0
"CD244",NA,1,NA,NA,0
"INHBA",NA,-1,-1,NA,0
"DNAI1",NA,-1,NA,NA,0
"HVCN1",NA,1,NA,NA,0
"MMP19",NA,-1,NA,NA,0
"NR4A1",NA,-1,NA,NA,0
"TNFAIP6",NA,-1,NA,NA,0
"INHA",NA,-1,NA,NA,0
"MOGAT1",NA,-1,NA,NA,0
"KCNS1",NA,1,NA,NA,0
"ARHGAP40",NA,-1,NA,NA,0
"ARFGEF2",NA,-1,NA,NA,0
"EDN3",NA,1,NA,NA,0
"NDP",NA,1,1,NA,0
"GRM4",NA,-1,NA,NA,0
"PEX6",NA,-1,NA,NA,0
"UNC5CL",NA,-1,NA,NA,0
"SPDEF",NA,-1,NA,NA,0
"CXCL6",NA,-1,-1,NA,0
"EREG",NA,-1,NA,NA,0
"SSUH2",NA,-1,NA,NA,0
"MT1G",NA,-1,NA,NA,0
"MT2A",NA,-1,1,NA,1
"GPR18",NA,1,NA,NA,0
"TMEM255A",NA,1,NA,NA,0
"CCDC93",NA,-1,NA,NA,0
"CHURC1-FNTB",NA,1,NA,NA,0
"BPIFB1",NA,-1,NA,NA,0
"MCF2L",NA,-1,NA,NA,0
"HCST",NA,1,NA,NA,0
"PZP",NA,-1,-1,NA,0
"EVI2A",NA,1,NA,NA,0
"CTAG2",NA,1,1,NA,0
"EDN2",NA,-1,NA,NA,0
"HRASLS",NA,-1,1,NA,1
"FGL2",NA,1,NA,NA,0
"SGCE",NA,1,NA,NA,0
"ZFP36",NA,-1,NA,NA,0
"KDR",NA,-1,NA,NA,0
"GNAZ",NA,-1,NA,NA,0
"IGLL1",NA,1,NA,NA,0
"LIF",NA,-1,-1,NA,0
"KRT17",NA,-1,NA,NA,0
"CDHR3",NA,-1,NA,NA,0
"VGF",NA,-1,NA,NA,0
"STRIP2",NA,-1,NA,NA,0
"DNAJB9",NA,-1,-1,NA,0
"SMO",NA,-1,NA,NA,0
"FEZF1",NA,-1,NA,NA,0
"E2F8",NA,-1,NA,NA,0
"TNNI3",NA,-1,NA,NA,0
"APOC1",NA,1,NA,NA,0
"LRCH2",NA,1,1,NA,0
"KIF1A",NA,-1,NA,NA,0
"PLVAP",NA,1,1,NA,0
"BMP15",NA,-1,NA,NA,0
"LSP1",NA,1,NA,NA,0
"EIF2S3",NA,-1,NA,NA,0
"SLC6A8",NA,-1,-1,NA,0
"DKC1",NA,-1,NA,NA,0
"GJA9",NA,-1,NA,NA,0
"GFPT2",NA,-1,-1,NA,0
"TUBG1",NA,-1,NA,NA,0
"CA6",NA,-1,NA,NA,0
"TNS4",NA,-1,NA,NA,0
"PEX11B",NA,1,1,NA,0
"PIAS3",NA,-1,NA,NA,0
"USP29",NA,-1,NA,NA,0
"TRIM21",NA,1,1,NA,0
"CNGA4",NA,-1,NA,NA,0
"PER2",NA,-1,-1,NA,0
"CLEC10A",NA,1,NA,NA,0
"HSPA12B",NA,1,1,NA,0
"KHDC4",NA,-1,NA,NA,0
"MMACHC",NA,1,NA,NA,0
"BHMT2",NA,-1,-1,NA,0
"NMUR2",NA,-1,NA,NA,0
"RNF17",NA,-1,NA,NA,0
"EPSTI1",NA,1,NA,NA,0
"LRRIQ1",NA,-1,NA,NA,0
"ADAMDEC1",NA,1,NA,NA,0
"HMGCS2",NA,1,NA,NA,0
"SLC38A2",NA,-1,-1,NA,0
"SAA2",NA,-1,NA,NA,0
"FST",NA,-1,NA,NA,0
"TIMM17A",NA,-1,NA,NA,0
"ERN2",NA,-1,NA,NA,0
"KLRD1",NA,1,NA,NA,0
"KLRC1",NA,1,NA,NA,0
"SPOCD1",NA,-1,NA,NA,0
"TMEM165",NA,-1,NA,NA,0
"COL4A2",NA,-1,NA,NA,0
"ANXA1",NA,-1,NA,NA,0
"SDS",NA,-1,NA,NA,0
"CCDC146",NA,-1,NA,NA,0
"FAM71F1",NA,-1,NA,NA,0
"ITGA7",NA,-1,NA,NA,0
"SLC26A10",NA,-1,NA,NA,0
"KCNH3",NA,-1,NA,NA,0
"URB2",NA,-1,NA,NA,0
"ITM2C",NA,1,NA,NA,0
"SLC19A3",NA,-1,NA,NA,0
"CKAP4",NA,-1,NA,NA,0
"GPNMB",NA,1,NA,NA,0
"IL6",NA,-1,-1,NA,0
"AOAH",NA,1,NA,NA,0
"ABHD17C",NA,-1,-1,NA,0
"RSAD1",NA,-1,NA,NA,0
"MYCBPAP",NA,-1,NA,NA,0
"LIMD2",NA,1,NA,NA,0
"TBR1",NA,-1,NA,NA,0
"GATA4",NA,1,NA,NA,0
"IL36G",NA,-1,NA,NA,0
"IL36B",NA,-1,NA,NA,0
"HS6ST1",NA,-1,NA,NA,0
"TXN",NA,-1,NA,NA,0
"POLR1E",NA,-1,NA,NA,0
"SIT1",NA,1,NA,NA,0
"TFAP2A",NA,-1,NA,NA,0
"KIAA0319",NA,-1,NA,NA,0
"IRF4",NA,-1,-1,NA,0
"LRRC1",NA,-1,NA,NA,0
"FGFBP1",NA,-1,NA,NA,0
"FGFBP2",NA,-1,1,NA,1
"PI15",NA,-1,-1,NA,0
"TMPRSS4",NA,-1,NA,NA,0
"BUD13",NA,1,1,NA,0
"CFAP300",NA,-1,NA,NA,0
"BTG4",NA,-1,NA,NA,0
"MMP13",NA,-1,-1,NA,0
"THBS1",NA,-1,NA,NA,0
"DNASE2B",NA,1,NA,NA,0
"SULT6B1",NA,-1,1,NA,1
"CYP2C8",NA,-1,NA,NA,0
"CH25H",NA,-1,NA,NA,0
"DUSP5",NA,-1,-1,NA,0
"PLA2G12B",NA,1,NA,NA,0
"ADAMTS14",NA,-1,NA,NA,0
"MDH1B",NA,-1,NA,NA,0
"HECW2",NA,-1,-1,NA,0
"CHRNA1",NA,1,NA,NA,0
"FAM117B",NA,-1,NA,NA,0
"ITGAV",NA,-1,-1,NA,0
"SLC40A1",NA,1,NA,NA,0
"MNS1",NA,-1,NA,NA,0
"CXCL9",NA,1,1,NA,0
"TTLL8",NA,-1,-1,NA,0
"FOXN4",NA,-1,NA,NA,0
"SLC7A1",NA,-1,-1,NA,0
"ITGB7",NA,1,NA,NA,0
"SRRM4",NA,-1,NA,NA,0
"KCNH5",NA,-1,NA,NA,0
"MFAP1",NA,-1,NA,NA,0
"SLC27A2",NA,-1,NA,NA,0
"GCNT3",NA,-1,NA,NA,0
"CCDC33",NA,-1,NA,NA,0
"WDR93",NA,-1,NA,NA,0
"43720",NA,-1,NA,NA,0
"ADAMTS18",NA,-1,NA,NA,0
"MED9",NA,-1,NA,NA,0
"RANBP10",NA,-1,NA,NA,0
"SKAP1",NA,1,1,NA,0
"LRRC46",NA,-1,NA,NA,0
"C17orf64",NA,1,NA,NA,0
"PRELID3A",NA,-1,NA,NA,0
"GATA6",NA,-1,NA,NA,0
"CCDC40",NA,-1,NA,NA,0
"SIK1",NA,-1,-1,NA,0
"DNMT3L",NA,-1,NA,NA,0
"TRPM2",NA,1,NA,NA,0
"URB1",NA,-1,NA,NA,0
"SLC6A3",NA,-1,NA,NA,0
"ZNF473",NA,-1,NA,NA,0
"IGLON5",NA,-1,NA,NA,0
"CFAP74",NA,-1,NA,NA,0
"CELA2A",NA,-1,NA,NA,0
"PADI3",NA,-1,NA,NA,0
"PADI1",NA,-1,NA,NA,0
"EPHA2",NA,-1,NA,NA,0
"SYPL2",NA,-1,NA,NA,0
"GPA33",NA,1,1,NA,0
"ABL2",NA,-1,-1,NA,0
"OSR1",NA,-1,NA,NA,0
"TRIM43B",NA,-1,NA,NA,0
"TRIM43",NA,-1,NA,NA,0
"RABL2A",NA,-1,NA,NA,0
"CNGA3",NA,-1,NA,NA,0
"CSRNP1",NA,-1,-1,NA,0
"MYH15",NA,1,NA,NA,0
"ALDH1L1",NA,-1,NA,NA,0
"MUC4",NA,-1,NA,NA,0
"ECE2",NA,-1,NA,NA,0
"43525",NA,1,NA,NA,0
"RPS3A",NA,1,1,NA,0
"ROPN1L",NA,-1,NA,NA,0
"TIMD4",NA,1,1,NA,0
"SPINK7",NA,-1,NA,NA,0
"GFRA3",NA,1,1,NA,0
"TCTE1",NA,-1,NA,NA,0
"SCML4",NA,1,NA,NA,0
"SLC18B1",NA,-1,NA,NA,0
"GPR174",NA,1,NA,NA,0
"IL2RG",NA,1,NA,NA,0
"RIPPLY1",NA,-1,NA,NA,0
"CHRNA6",NA,1,NA,NA,0
"DNAJC5B",NA,1,NA,NA,0
"FAM83A",NA,-1,NA,NA,0
"GSDMC",NA,-1,NA,NA,0
"CER1",NA,-1,-1,NA,0
"SURF6",NA,-1,NA,NA,0
"LCN2",NA,-1,NA,NA,0
"HMCN2",NA,-1,NA,NA,0
"CACNA1B",NA,-1,NA,NA,0
"A1CF",NA,-1,NA,NA,0
"RGS10",NA,1,NA,NA,0
"CAPN5",NA,-1,NA,NA,0
"ST14",NA,-1,-1,NA,0
"GGTLC1",NA,1,1,NA,0
"ADAM33",NA,-1,NA,NA,0
"PLCH2",NA,-1,NA,NA,0
"DOC2A",NA,-1,NA,NA,0
"FCGR1A",NA,1,NA,NA,0
"LYPD6B",NA,-1,NA,NA,0
"VEGFC",NA,-1,NA,NA,0
"CD226",NA,1,NA,NA,0
"FOXO1",NA,-1,-1,NA,0
"GPR158",NA,1,NA,NA,0
"MAT1A",NA,-1,NA,NA,0
"DPYSL4",NA,-1,NA,NA,0
"TDO2",NA,-1,-1,NA,0
"TMEM132D",NA,1,1,NA,0
"RBM46",NA,-1,NA,NA,0
"TMEM178A",NA,-1,NA,NA,0
"CAMK4",NA,1,NA,NA,0
"DMP1",NA,-1,NA,NA,0
"MEPE",NA,-1,NA,NA,0
"CCNO",NA,-1,NA,NA,0
"TCTEX1D1",NA,-1,NA,NA,0
"CPB1",NA,1,NA,NA,0
"CWC27",NA,1,1,NA,0
"CD96",NA,1,NA,NA,0
"SLC25A27",NA,-1,NA,NA,0
"CD8A",NA,1,NA,NA,0
"IMPACT",NA,1,NA,NA,0
"SDHAF4",NA,-1,NA,NA,0
"CHST9",NA,-1,NA,NA,0
"DNAAF1",NA,-1,NA,NA,0
"GBP5",NA,1,NA,NA,0
"CCDC173",NA,-1,NA,NA,0
"SRSF12",NA,-1,NA,NA,0
"LY96",NA,1,NA,NA,0
"PSMA8",NA,1,NA,NA,0
"TMPRSS15",NA,-1,NA,NA,0
"ADAMTS1",NA,-1,-1,NA,0
"FLCN",NA,-1,NA,NA,0
"USP43",NA,-1,NA,NA,0
"RSPH10B",NA,-1,NA,NA,0
"PROM2",NA,-1,NA,NA,0
"LRGUK",NA,-1,NA,NA,0
"OTOA",NA,1,NA,NA,0
"ALS2CR12",NA,-1,NA,NA,0
"SPAG17",NA,-1,NA,NA,0
"RNF20",NA,-1,NA,NA,0
"VBP1",NA,1,1,NA,0
"CFAP70",NA,-1,NA,NA,0
"GNA14",NA,-1,-1,NA,0
"FAM161B",NA,1,1,NA,0
"ALX3",NA,1,1,NA,0
"SORCS3",NA,1,NA,NA,0
"FUT6",NA,-1,NA,NA,0
"CD109",NA,-1,NA,NA,0
"MFSD14A",NA,-1,NA,NA,0
"B3GNT7",NA,-1,NA,NA,0
"C8A",NA,-1,NA,NA,0
"SUSD3",NA,1,NA,NA,0
"ARMC12",NA,-1,NA,NA,0
"HYDIN",NA,-1,NA,NA,0
"ETS2",NA,-1,-1,NA,0
"DRC1",NA,-1,NA,NA,0
"TPRG1L",NA,1,1,NA,0
"LRRC43",NA,-1,NA,NA,0
"DZIP1L",NA,-1,NA,NA,0
"CATIP",NA,-1,NA,NA,0
"TSPAN33",NA,1,1,NA,0
"SPATA2",NA,-1,NA,NA,0
"DNAH3",NA,-1,NA,NA,0
"CD1E",NA,1,NA,NA,0
"NCF1",NA,1,NA,NA,0
"SLAMF8",NA,1,1,NA,0
"ADAMTS4",NA,-1,-1,NA,0
"MIS18A",NA,-1,-1,NA,0
"STC1",NA,-1,-1,NA,0
"C1QC",NA,1,NA,NA,0
"AC005041.1",NA,-1,NA,NA,0
"UBR1",NA,-1,NA,NA,0
"PGLYRP3",NA,-1,NA,NA,0
"CCDC17",NA,-1,NA,NA,0
"DRC7",NA,-1,NA,NA,0
"UBASH3A",NA,1,NA,NA,0
"RSPH1",NA,-1,NA,NA,0
"HSF2BP",NA,-1,NA,NA,0
"C21orf58",NA,-1,NA,NA,0
"CFAP157",NA,-1,NA,NA,0
"CD3G",NA,1,NA,NA,0
"CCR5",NA,1,NA,NA,0
"UBQLN4",NA,-1,NA,NA,0
"CYP3A4",NA,-1,NA,NA,0
"NACC1",NA,1,-1,NA,1
"ITGA5",NA,-1,NA,NA,0
"AQP5",NA,-1,NA,NA,0
"GRASP",NA,-1,NA,NA,0
"CCDC78",NA,-1,NA,NA,0
"MSLNL",NA,-1,1,NA,1
"ZG16B",NA,-1,NA,NA,0
"PPP1R32",NA,-1,NA,NA,0
"ZSWIM5",NA,-1,NA,NA,0
"TTLL10",NA,-1,NA,NA,0
"IL23R",NA,1,NA,NA,0
"LHX8",NA,-1,NA,NA,0
"WDR63",NA,-1,NA,NA,0
"GBP4",NA,1,1,NA,0
"FCGR3B",NA,1,-1,NA,1
"AXDND1",NA,-1,NA,NA,0
"SPATA17",NA,-1,NA,NA,0
"PIGR",NA,-1,NA,NA,0
"CAPN13",NA,-1,NA,NA,0
"ZSWIM2",NA,-1,NA,NA,0
"ANKRD30BL",NA,-1,NA,NA,0
"TEKT4",NA,-1,NA,NA,0
"CTSS",NA,1,NA,NA,0
"MSX1",NA,-1,NA,NA,0
"SPRR3",NA,-1,1,NA,1
"SPRR2D",NA,-1,NA,NA,0
"PGLYRP4",NA,-1,NA,NA,0
"PBXIP1",NA,1,1,NA,0
"CLDN1",NA,-1,NA,NA,0
"FSTL1",NA,-1,-1,NA,0
"STK36",NA,-1,NA,NA,0
"NEK10",NA,-1,NA,NA,0
"EOMES",NA,1,NA,NA,0
"TRAT1",NA,1,NA,NA,0
"ICOS",NA,1,NA,NA,0
"CD200R1",NA,1,NA,NA,0
"ADAMTS9",NA,-1,NA,NA,0
"CXCL1",NA,-1,NA,NA,0
"ZC3H12A",NA,-1,NA,NA,0
"DNALI1",NA,-1,NA,NA,0
"KLF15",NA,-1,-1,NA,0
"CFAP100",NA,-1,NA,NA,0
"S100P",NA,-1,NA,NA,0
"INTU",NA,-1,NA,NA,0
"DUSP7",NA,-1,NA,NA,0
"ADAD1",NA,1,NA,NA,0
"CDC20B",NA,-1,NA,NA,0
"CARTPT",NA,-1,NA,NA,0
"TXLNB",NA,-1,NA,NA,0
"CALHM4",NA,1,NA,NA,0
"IL31RA",NA,1,NA,NA,0
"TBX20",NA,1,NA,NA,0
"HCN1",NA,1,1,NA,0
"RP9",NA,-1,NA,NA,0
"IQUB",NA,-1,NA,NA,0
"SLC13A4",NA,-1,NA,NA,0
"C7orf57",NA,-1,NA,NA,0
"TMEM184A",NA,-1,NA,NA,0
"TRPV6",NA,-1,NA,NA,0
"TMEM246",NA,1,NA,NA,0
"CFAP47",NA,-1,NA,NA,0
"CYBB",NA,1,NA,NA,0
"METTL27",NA,-1,NA,NA,0
"AQP3",NA,-1,NA,NA,0
"ARMC3",NA,-1,NA,NA,0
"PHYHIPL",NA,1,NA,NA,0
"FOLR2",NA,1,NA,NA,0
"PHOX2A",NA,-1,NA,NA,0
"NGB",NA,-1,NA,NA,0
"UCMA",NA,-1,NA,NA,0
"PRDX3",NA,-1,NA,NA,0
"BTNL9",NA,-1,NA,NA,0
"VWA2",NA,-1,NA,NA,0
"AGBL2",NA,-1,NA,NA,0
"IFI27",NA,1,NA,NA,0
"TMCO5A",NA,-1,NA,NA,0
"SPIC",NA,1,NA,NA,0
"CYYR1",NA,-1,NA,NA,0
"TMEM100",NA,-1,NA,NA,0
"SERPINB7",NA,-1,NA,NA,0
"PLD4",NA,1,NA,NA,0
"RNF169",NA,1,NA,NA,0
"CDYL2",NA,-1,NA,NA,0
"MMP10",NA,-1,-1,NA,0
"B2M",NA,1,NA,NA,0
"KIF7",NA,-1,NA,NA,0
"ANPEP",NA,-1,NA,NA,0
"PLK1",NA,-1,NA,NA,0
"GPR182",NA,1,1,NA,0
"PATL1",NA,-1,NA,NA,0
"C15orf48",NA,1,NA,NA,0
"MS4A6E",NA,-1,NA,NA,0
"SMAD3",NA,-1,-1,NA,0
"MS4A8",NA,-1,-1,NA,0
"MS4A15",NA,1,1,NA,0
"MAP1A",NA,-1,-1,NA,0
"TTC16",NA,-1,NA,NA,0
"CD3D",NA,1,NA,NA,0
"PRRT2",NA,-1,NA,NA,0
"CORO6",NA,-1,NA,NA,0
"DNAAF3",NA,-1,NA,NA,0
"PSCA",NA,-1,NA,NA,0
"UBXN6",NA,1,1,NA,0
"KRT1",NA,1,NA,NA,0
"ANGPTL4",NA,-1,NA,NA,0
"TTC21A",NA,-1,NA,NA,0
"DDIT4",NA,-1,NA,NA,0
"FAM107A",NA,-1,NA,NA,0
"CX3CR1",NA,1,NA,NA,0
"PPDPFL",NA,-1,-1,NA,0
"XIRP1",NA,-1,NA,NA,0
"BDKRB2",NA,-1,NA,NA,0
"MTNR1A",NA,-1,-1,NA,0
"RAB31",NA,-1,NA,NA,0
"LGI3",NA,1,1,NA,0
"MYL1",NA,1,NA,NA,0
"CHRM1",NA,-1,NA,NA,0
"GFRA2",NA,1,NA,NA,0
"MAT2A",NA,-1,-1,NA,0
"LETM1",NA,-1,NA,NA,0
"ZBBX",NA,-1,NA,NA,0
"ARMC4",NA,-1,NA,NA,0
"GSG1L",NA,1,NA,NA,0
"NR0B1",NA,-1,NA,NA,0
"P2RY12",NA,1,NA,NA,0
"C22orf15",NA,-1,NA,NA,0
"GP2",NA,-1,NA,NA,0
"AC010330.1",NA,1,-1,NA,1
"RSPH10B2",NA,-1,NA,NA,0
"PTAFR",NA,1,NA,NA,0
"SLC38A11",NA,-1,NA,NA,0
"CLIC3",NA,1,1,NA,0
"HIC2",NA,-1,NA,NA,0
"CTNND2",NA,1,NA,NA,0
"SYAP1",NA,-1,-1,NA,0
"OTUD3",NA,-1,NA,NA,0
"HSFY2",NA,-1,NA,NA,0
"SERPINA9",NA,1,NA,NA,0
"SERPINA6",NA,-1,NA,NA,0
"LGALS9B",NA,-1,NA,NA,0
"FRMPD2",NA,-1,NA,NA,0
"AC073611.1",NA,-1,NA,NA,0
"COX7B2",NA,-1,NA,NA,0
"FOXA3",NA,-1,NA,NA,0
"BFSP2",NA,1,NA,NA,0
"FSHR",NA,-1,NA,NA,0
"DCDC1",NA,-1,NA,NA,0
"SMR3B",NA,-1,NA,NA,0
"CDC42BPG",NA,-1,NA,NA,0
"NPTX1",NA,1,NA,NA,0
"KRT15",NA,-1,NA,NA,0
"XAGE5",NA,-1,NA,NA,0
"KRT20",NA,-1,NA,NA,0
"FGB",NA,-1,NA,NA,0
"DNAI2",NA,-1,NA,NA,0
"SPSB1",NA,-1,-1,NA,0
"GPR34",NA,1,NA,NA,0
"DEFB4A",NA,-1,NA,NA,0
"SPATA46",NA,-1,NA,NA,0
"VAT1L",NA,-1,NA,NA,0
"CFAP46",NA,-1,NA,NA,0
"C3AR1",NA,1,NA,NA,0
"LGALS9C",NA,-1,NA,NA,0
"FBXW10",NA,-1,NA,NA,0
"CYP4F22",NA,1,1,NA,0
"DRC3",NA,-1,NA,NA,0
"MAL",NA,1,1,NA,0
"CD8B",NA,1,NA,NA,0
"PRL",NA,-1,NA,NA,0
"C1QTNF4",NA,1,NA,NA,0
"CSDC2",NA,-1,NA,NA,0
"INSL5",NA,-1,NA,NA,0
"NIPAL4",NA,-1,NA,NA,0
"MUCL1",NA,-1,NA,NA,0
"THEMIS",NA,1,NA,NA,0
"EFCAB12",NA,-1,NA,NA,0
"CES4A",NA,-1,NA,NA,0
"PPP1R3B",NA,1,-1,NA,1
"C1QB",NA,1,NA,NA,0
"C1QA",NA,1,1,NA,0
"UGT2A1",NA,-1,NA,NA,0
"APOBEC4",NA,-1,NA,NA,0
"43534",NA,-1,NA,NA,0
"LEMD3",NA,-1,-1,NA,0
"VWC2L",NA,-1,NA,NA,0
"TTC9B",NA,-1,NA,NA,0
"CMKLR1",NA,1,NA,NA,0
"SLCO2A1",NA,-1,NA,NA,0
"BRSK2",NA,-1,NA,NA,0
"DNAH12",NA,-1,NA,NA,0
"CD164L2",NA,-1,NA,NA,0
"RAG2",NA,-1,NA,NA,0
"PACS1",NA,-1,NA,NA,0
"VWA3A",NA,-1,NA,NA,0
"LPL",NA,-1,NA,NA,0
"FOSL1",NA,-1,NA,NA,0
"KDF1",NA,1,1,NA,0
"C11orf16",NA,-1,NA,NA,0
"ZNF683",NA,1,1,NA,0
"FOXR1",NA,-1,NA,NA,0
"DIRAS1",NA,-1,-1,NA,0
"PRR15",NA,-1,NA,NA,0
"FUT2",NA,-1,NA,NA,0
"FMR1NB",NA,1,NA,NA,0
"CASKIN2",NA,-1,NA,NA,0
"TUBAL3",NA,-1,NA,NA,0
"CD28",NA,1,NA,NA,0
"C5orf46",NA,-1,NA,NA,0
"LGALS7B",NA,-1,NA,NA,0
"ERICH3",NA,-1,NA,NA,0
"AC129492.1",NA,-1,NA,NA,0
"HES7",NA,-1,NA,NA,0
"LDLRAD3",NA,-1,NA,NA,0
"PCARE",NA,1,1,NA,0
"NSUN7",NA,-1,NA,NA,0
"HLA-DQB1",NA,1,NA,NA,0
"SYCN",NA,1,NA,NA,0
"ABCA13",NA,-1,NA,NA,0
"ITLN1",NA,1,NA,NA,0
"CCR8",NA,1,NA,NA,0
"FAM71E2",NA,-1,-1,NA,0
"ANKRD18A",NA,-1,NA,NA,0
"43709",NA,1,NA,NA,0
"ITPRID1",NA,-1,NA,NA,0
"DEFB119",NA,-1,-1,NA,0
"FUT7",NA,1,NA,NA,0
"SSTR2",NA,-1,NA,NA,0
"PRF1",NA,1,1,NA,0
"CHST13",NA,1,NA,NA,0
"HOXC9",NA,1,NA,NA,0
"ZNF443",NA,-1,-1,NA,0
"OXTR",NA,-1,NA,NA,0
"FAM83H",NA,1,1,NA,0
"BBS12",NA,-1,NA,NA,0
"C17orf47",NA,-1,NA,NA,0
"FCRL6",NA,1,NA,NA,0
"MAPK15",NA,-1,NA,NA,0
"MUC16",NA,-1,NA,NA,0
"NME9",NA,-1,NA,NA,0
"CFAP65",NA,-1,NA,NA,0
"EDDM3A",NA,-1,NA,NA,0
"RTKN2",NA,1,NA,NA,0
"ENPP7",NA,-1,NA,NA,0
"CYB5D1",NA,-1,NA,NA,0
"KIAA2012",NA,-1,-1,NA,0
"LIPF",NA,-1,NA,NA,0
"DAOA",NA,-1,NA,NA,0
"NXPH4",NA,-1,NA,NA,0
"OTOL1",NA,-1,NA,NA,0
"VCX",NA,-1,1,NA,1
"HS3ST4",NA,-1,NA,NA,0
"PAPPA",NA,-1,NA,NA,0
"PLCXD3",NA,1,-1,NA,1
"ARHGEF37",NA,-1,NA,NA,0
"CCDC60",NA,-1,NA,NA,0
"RIPK4",NA,-1,NA,-1,0
"KLRC4",NA,1,NA,NA,0
"ACSM5",NA,1,NA,NA,0
"KLHL25",NA,-1,NA,NA,0
"ASCL2",NA,1,1,NA,0
"ELOA3",NA,-1,NA,NA,0
"GPR39",NA,1,1,NA,0
"DNAH2",NA,-1,NA,NA,0
"SH2D1A",NA,1,NA,NA,0
"SDR42E2",NA,-1,NA,NA,0
"CTAG1B",NA,-1,NA,NA,0
"ACOT1",NA,1,1,NA,0
"ALDH1A3",NA,-1,NA,NA,0
"DEFB108B",NA,-1,-1,NA,0
