"","study_1","study_2","study_3","study_4"
"LINC00482",1,0,0,0
"KRT73",1,0,0,0
"LOC102723568",1,0,0,0
"CDCA3",1,0,0,0
"PFN1P2",1,0,0,0
"AICDA",1,0,0,0
"ZNF236-DT",1,0,0,0
"ZNF729",1,0,0,0
"CT55",1,0,0,0
"107986084",1,0,0,0
"DDX31",1,0,0,0
"GGT3P",1,0,0,0
"SUN5",1,0,0,0
"LOC105376433",1,0,0,0
"RNA5-8SN1",1,0,0,0
"NCRUPAR",1,0,0,0
"LINC01562",1,0,0,0
"HSPA2",1,0,0,0
"NCKIPSD",1,0,0,0
"RN7SL3",1,0,0,0
"LOC105379507",1,0,0,0
"MT3",1,0,0,0
"TRIP13",1,0,0,0
"SLC1A2",1,0,0,0
"AMELX",0.742108238521282,0.670280062599836,0,0
"LOC105371870",1,0,0,0
"CYP2C9",1,0,0,0
"OR13G1",1,0,0,0
"DLGAP3",1,0,0,0
"ALG14",1,0,0,0
"EPM2AIP1",1,0,0,0
"BEST2",0.742108238521282,0.670280062599836,0,0
"GLYATL1",1,0,0,0
"GCK",1,0,0,0
"PRSS45P",1,0,0,0
"FAM74A3",1,0,0,0
"LY6G5C",1,0,0,0
"GOLGA2P10",1,0,0,0
"H2BC14",1,0,0,0
"KDM7A-DT",1,0,0,0
"QPRT",1,0,0,0
"LOC105372295",1,0,0,0
"LOC105375258",1,0,0,0
"LOC105379381",1,0,0,0
"DRAXIN",1,0,0,0
"PC",1,0,0,0
"LOC107984433",1,0,0,0
"LINC02348",1,0,0,0
"DCAF13P3",1,0,0,0
"RNA5-8SN3",1,0,0,0
"PIDD1",1,0,0,0
"ARHGAP11B-DT",1,0,0,0
"GALNT9-AS1",1,0,0,0
"CREB3L4",1,0,0,0
"TTTY23B",1,0,0,0
"LINC00562",1,0,0,0
"LINC02900",1,0,0,0
"LOC105371275",1,0,0,0
"SSX4",0.742108238521282,0.670280062599836,0,0
"LOC105371569",1,0,0,0
"PGGHG",1,0,0,0
"HMOX1",0.742108238521282,0.670280062599836,0,0
"LINC01887",1,0,0,0
"LOC105373699",1,0,0,0
"LOC105378120",1,0,0,0
"GUCA1B",1,0,0,0
"PAQR8",0.742108238521282,0.670280062599836,0,0
"KRTAP20-4",1,0,0,0
"MCMDC2",1,0,0,0
"H2AX",1,0,0,0
"MAGED1",1,0,0,0
"SNORD17",1,0,0,0
"KIR2DL4",0.742108238521282,0.670280062599836,0,0
"RNA5-8SN4",1,0,0,0
"RNA5-8SN5",1,0,0,0
"LOC100507412",1,0,0,0
"SEPTIN14",1,0,0,0
"UCN",1,0,0,0
"OR8H3",1,0,0,0
"MDN1-AS1",1,0,0,0
"KIF21B",1,0,0,0
"107987294",1,0,0,0
"LCE3C",1,0,0,0
"CIMIP4",1,0,0,0
"VMAC",1,0,0,0
"HLMR1",1,0,0,0
"105374407",1,0,0,0
"EGR4",0.742108238521282,0.670280062599836,0,0
"EPHA10",0.742108238521282,0.670280062599836,0,0
"CYP2B6",0.742108238521282,0.670280062599836,0,0
"KRT72",1,0,0,0
"ZNF554",1,0,0,0
"KNDC1",1,0,0,0
"286223",1,0,0,0
"ANOS1",1,0,0,0
"TTTY23",1,0,0,0
"PRSS41",1,0,0,0
"LIPK",1,0,0,0
"SAA3P",1,0,0,0
"ANKRD16",1,0,0,0
"TMEM198B",1,0,0,0
"LOC107984254",1,0,0,0
"LOC101928004",1,0,0,0
"SNORA58",1,0,0,0
"RNF207",0.742108238521282,0.670280062599836,0,0
"PKD2L1",1,0,0,0
"SNORA9",1,0,0,0
"IL20",0.742108238521282,0.670280062599836,0,0
"FANCF",1,0,0,0
"OR6C65",1,0,0,0
"ABCA15P",1,0,0,0
"COQ5",1,0,0,0
"AANAT",1,0,0,0
"DHFR",1,0,0,0
"TAS2R13",1,0,0,0
"TCAM1P",1,0,0,0
"FGF21",1,0,0,0
"METTL1",1,0,0,0
"LSMEM1",1,0,0,0
"LOC107984328",1,0,0,0
"OCEL1",1,0,0,0
"LOC105370887",1,0,0,0
"JPX",1,0,0,0
"ZNF541",1,0,0,0
"CD79B",1,0,0,0
"TSHZ2-AS1",1,0,0,0
"MAGEC2",1,0,0,0
"PGLYRP1",1,0,0,0
"SLC5A11",1,0,0,0
"GAS1",1,0,0,0
"CIB3",1,0,0,0
"ENKD1",1,0,0,0
"ZNF436-AS1",1,0,0,0
"RNF113A",1,0,0,0
"ZNF454",1,0,0,0
"LINC01120",1,0,0,0
"LOC105372789",1,0,0,0
"FRG2",1,0,0,0
"OR5D14",1,0,0,0
"ATXN8OS",1,0,0,0
"LRAT",1,0,0,0
"SNORA68",1,0,0,0
"SNHG17",1,0,0,0
"LOC105376993",1,0,0,0
"TPTEP2",1,0,0,0
"MIR548A1HG",1,0,0,0
"KRT16P2",1,0,0,0
"IGF2BP2-AS1",1,0,0,0
"LOC105371241",1,0,0,0
"LINC02709",1,0,0,0
"LOC105371085",1,0,0,0
"H2AC4",1,0,0,0
"SSX4B",0.742108238521282,0.670280062599836,0,0
"SMANTIS",1,0,0,0
"LOC105379640",1,0,0,0
"ITGA10",0.742108238521282,0.670280062599836,0,0
"CDC20",1,0,0,0
"VCY",1,0,0,0
"LOC101930053",1,0,0,0
"HSP90AB4P",1,0,0,0
"IL21R-AS1",1,0,0,0
"NUTM2B",1,0,0,0
"C17orf113",1,0,0,0
"LOC100288254",1,0,0,0
"BOLL",1,0,0,0
"ZWINT",1,0,0,0
"LOC105374298",1,0,0,0
"MAGEA1",1,0,0,0
"PRAMEF1",1,0,0,0
"TRIM17",1,0,0,0
"ZNF705A",0.589094188963293,0,0,0.808064376476083
"ADAM18",1,0,0,0
"RGS4",1,0,0,0
"ESPL1",1,0,0,0
"SUGT1P3",1,0,0,0
"LOC100303749",1,0,0,0
"NQO2-AS1",1,0,0,0
"UHRF1",1,0,0,0
"PLEKHD1",1,0,0,0
"TTTY10",0.589094188963293,0,0,0.808064376476083
"LINC02903",1,0,0,0
"LOC101927401",1,0,0,0
"OR2T8",1,0,0,0
"FAM157B",1,0,0,0
"LYPD8",1,0,0,0
"ZNF679",1,0,0,0
"LOC107986512",1,0,0,0
"DGKK",1,0,0,0
"HERC2P10",1,0,0,0
"FGFR4",1,0,0,0
"PNMA5",1,0,0,0
"LINC01011",1,0,0,0
"ZNF705B",1,0,0,0
"SCGB1C2",0.617988307121335,0,0.786187288285245,0
"PRAMEF14",1,0,0,0
"GPR78",1,0,0,0
"HS3ST2",1,0,0,0
"TMEM269",1,0,0,0
"LDHAL6B",1,0,0,0
"CBLIF",0.742108238521282,0.670280062599836,0,0
"LOC105374538",1,0,0,0
"GPR15",1,0,0,0
"ASTL",1,0,0,0
"CYP27C1",1,0,0,0
"C22orf31",1,0,0,0
"RNA5-8SN2",1,0,0,0
"LCE3B",1,0,0,0
"JRKL",1,0,0,0
"NTRK2",1,0,0,0
"PCDHA4",1,0,0,0
"VAMP1",1,0,0,0
"EFS",1,0,0,0
"C2orf81",1,0,0,0
"ASGR2",1,0,0,0
"LINC01546",1,0,0,0
"SCARNA1",1,0,0,0
"LOC105375817",1,0,0,0
"107984485",1,0,0,0
"CFAP119",1,0,0,0
"CCDC196",1,0,0,0
"MFSD2B",1,0,0,0
"NBAT1",1,0,0,0
"LINC02527",1,0,0,0
"LOC107987221",1,0,0,0
"HAP1",1,0,0,0
"DNM3OS",1,0,0,0
"EGFL8",1,0,0,0
"MEIG1",1,0,0,0
"UBAP1L",1,0,0,0
"FAM221B",1,0,0,0
"APOE",0.742108238521282,0.670280062599836,0,0
"LOC221946",1,0,0,0
"KRT16P3",1,0,0,0
"LINC00327",1,0,0,0
"LOC102724149",1,0,0,0
"LOC107984343",1,0,0,0
"ST8SIA5-DT",1,0,0,0
"IQGAP3",0.742108238521282,0.670280062599836,0,0
"GALNT4",1,0,0,0
"LOC105372112",1,0,0,0
"POC1B-GALNT4",1,0,0,0
"CCDC157",1,0,0,0
"112268313",1,0,0,0
"RPP21",1,0,0,0
"POU5F2",1,0,0,0
"TRIM49",1,0,0,0
"LOC107987180",1,0,0,0
"FBXO48",1,0,0,0
"RASSF1",1,0,0,0
"HOMEZ",1,0,0,0
"LOC105378409",1,0,0,0
"RDH12",1,0,0,0
"ARTN",0.742108238521282,0.670280062599836,0,0
"APOBEC3A",0.617988307121335,0,0.786187288285245,0
"LINC02671",1,0,0,0
"H2BC7",1,0,0,0
"NPIPB9",1,0,0,0
"CLDND2",1,0,0,0
"SPINK2",0.742108238521282,0.670280062599836,0,0
"LOC105376325",1,0,0,0
"COL3A1",0.617988307121335,0,0.786187288285245,0
"MYOPARR",1,0,0,0
"TMPRSS6",1,0,0,0
"RUNDC3A",1,0,0,0
"SPINK8",0.617988307121335,0,0.786187288285245,0
"MDGA1",1,0,0,0
"WASH9P",1,0,0,0
"SIM2",1,0,0,0
"RTL5",1,0,0,0
"GLB1L",1,0,0,0
"LOC105376177",1,0,0,0
"NSUN5P2",1,0,0,0
"GALNT13-AS1",1,0,0,0
"LINC02080",1,0,0,0
"KRT16P1",1,0,0,0
"LOC107985337",1,0,0,0
"HCN3",1,0,0,0
"FLG",1,0,0,0
"LRRC7",0.742108238521282,0.670280062599836,0,0
"CSTF3-DT",1,0,0,0
"TRIM49C",0.617988307121335,0,0.786187288285245,0
"OR2A20P",1,0,0,0
"CCDC89",1,0,0,0
"SMIM35",1,0,0,0
"PHKG2",1,0,0,0
"SPAG8",0.742108238521282,0.670280062599836,0,0
"RGR",1,0,0,0
"H2BC20P",1,0,0,0
"CD1C",1,0,0,0
"OXT",0.589094188963293,0,0,0.808064376476083
"KRT6B",1,0,0,0
"SUMO1P3",1,0,0,0
"ATP6V0D2",1,0,0,0
"NPFF",0.53961814226692,0.487388851657797,0.686486975707545,0
"DNAH1",1,0,0,0
"SSX6P",1,0,0,0
"TNFSF14",1,0,0,0
"105371441",1,0,0,0
"LINC01004",1,0,0,0
"CPXM1",1,0,0,0
"MTLN",1,0,0,0
"PRSS42P",1,0,0,0
"UBE2T",1,0,0,0
"LOC105375721",1,0,0,0
"EPS8L3",0.742108238521282,0.670280062599836,0,0
"GRIP2",1,0,0,0
"CTU1",1,0,0,0
"TAS2R42",1,0,0,0
"MYBPC2",0.617988307121335,0,0.786187288285245,0
"ZNF722",1,0,0,0
"NLRP5",1,0,0,0
"LOC644215",1,0,0,0
"PARP15",1,0,0,0
"LOC101928882",1,0,0,0
"CTCFL",1,0,0,0
"TBC1D3P5",1,0,0,0
"SHLD2P3",1,0,0,0
"ACTA1",1,0,0,0
"LOC102724775",1,0,0,0
"FAM238A",1,0,0,0
"H2AC15",1,0,0,0
"TPTE2P5",1,0,0,0
"TRIM49B",1,0,0,0
"ABCC8",0.742108238521282,0.670280062599836,0,0
"LOC105374328",1,0,0,0
"OR4S2",1,0,0,0
"GDF5",1,0,0,0
"CSAG4",1,0,0,0
"RASAL1",1,0,0,0
"LOC105370841",1,0,0,0
"ACOT12",1,0,0,0
"MISFA",1,0,0,0
"H2BC26",1,0,0,0
"IFNA6",1,0,0,0
"UBE2V2-AS1",1,0,0,0
"CYP4A22-AS1",1,0,0,0
"PRR23C",0.742108238521282,0.670280062599836,0,0
"TUSC1",1,0,0,0
"GVQW3",1,0,0,0
"DNAH17",1,0,0,0
"TGIF2LY",1,0,0,0
"LOC105371800",1,0,0,0
"LOC107986707",1,0,0,0
"BUB1",1,0,0,0
"TAS1R1",1,0,0,0
"LINC01951",1,0,0,0
"LOC105373017",1,0,0,0
"PANDAR",1,0,0,0
"RNF227",1,0,0,0
"C3P1",1,0,0,0
"LOC100129935",1,0,0,0
"FIBIN",1,0,0,0
"105377786",1,0,0,0
"GPR52",0.617988307121335,0,0.786187288285245,0
"FBN3",1,0,0,0
"LOC105379173",1,0,0,0
"TRPV1",1,0,0,0
"SNORA1B",1,0,0,0
"LOC286437",1,0,0,0
"LOC101928844",1,0,0,0
"RETN",1,0,0,0
"LHFPL4",0.617988307121335,0,0.786187288285245,0
"HIC1",1,0,0,0
"HPCA",1,0,0,0
"RRM2",1,0,0,0
"OR8K5",1,0,0,0
"HAGHL",1,0,0,0
"LINC02023",1,0,0,0
"NPAS1",1,0,0,0
"LINC03044",1,0,0,0
"FAM228B",1,0,0,0
"ITPKA",1,0,0,0
"OR2A1",1,0,0,0
"OR2A9P",1,0,0,0
"CEL",1,0,0,0
"ABCC6P1",1,0,0,0
"MIR1307",1,0,0,0
"LOC101929028",1,0,0,0
"TMEM158",1,0,0,0
"PLPP6",1,0,0,0
"CDHR18P",1,0,0,0
"IYD",1,0,0,0
"ADRA1A",1,0,0,0
"ACBD7",0.742108238521282,0.670280062599836,0,0
"CDY2A",1,0,0,0
"JMJD1C-AS1",1,0,0,0
"LOC112268248",1,0,0,0
"SBK2",0.53961814226692,0.487388851657797,0.686486975707545,0
"CYP1A2",1,0,0,0
"107984410",1,0,0,0
"PRR16",1,0,0,0
"LINC01436",1,0,0,0
"UQCRBP1",1,0,0,0
"KCNAB3",1,0,0,0
"SLURP1",1,0,0,0
"RGPD2",1,0,0,0
"LRRTM1",1,0,0,0
"ZNF114",1,0,0,0
"CHRNB3",1,0,0,0
"107986977",1,0,0,0
"SLC22A9",1,0,0,0
"SCGB1C1",0.742108238521282,0.670280062599836,0,0
"LOC101928053",1,0,0,0
"LRIG2-DT",1,0,0,0
"CAPN9",1,0,0,0
"BUB1B",1,0,0,0
"GCNA",1,0,0,0
"LOC101928510",1,0,0,0
"LINC00887",1,0,0,0
"EFNB3",1,0,0,0
"112268115",1,0,0,0
"LOC105377253",1,0,0,0
"LOC105370456",1,0,0,0
"NPM2",1,0,0,0
"SMCO1",1,0,0,0
"ZNF304",1,0,0,0
"LOC105369625",1,0,0,0
"LOC105376360",1,0,0,0
"TRMT9B",1,0,0,0
"CD1B",0.742108238521282,0.670280062599836,0,0
"ZNF275",1,0,0,0
"SERPINA10",1,0,0,0
"PON1",1,0,0,0
"LUADT1",1,0,0,0
"OR2T7",1,0,0,0
"GAL",0.53961814226692,0.487388851657797,0.686486975707545,0
"FAM228A",1,0,0,0
"BLID",1,0,0,0
"LINC01015",1,0,0,0
"HJV",1,0,0,0
"SHISAL1",1,0,0,0
"LOC100505716",1,0,0,0
"DDX11L10",1,0,0,0
"KRIT1",1,0,0,0
"LINC00477",1,0,0,0
"ZNF705EP",1,0,0,0
"GAGE1",1,0,0,0
"MIR31HG",1,0,0,0
"LOC105374382",1,0,0,0
"ARL5C",1,0,0,0
"GUCA2A",1,0,0,0
"LOC107986061",1,0,0,0
"GLIPR1L2",1,0,0,0
"FEZF2",1,0,0,0
"GATA3-AS1",1,0,0,0
"RIBC1",1,0,0,0
"IZUMO2",1,0,0,0
"ZNF230",1,0,0,0
"112268137",1,0,0,0
"TMEM236",1,0,0,0
"GPR82",1,0,0,0
"LOC105375434",1,0,0,0
"112268072",1,0,0,0
"PLA2G4F",1,0,0,0
"112268131",1,0,0,0
"BABAM2-AS1",1,0,0,0
"DCXR-DT",1,0,0,0
"105374674",1,0,0,0
"ADGRF3",1,0,0,0
"MAP7D2",1,0,0,0
"LOC101929128",1,0,0,0
"ZBP1",1,0,0,0
"SPP2",1,0,0,0
"ZNF705G",1,0,0,0
"LINC00239",1,0,0,0
"LOC105375423",1,0,0,0
"LOC105376373",1,0,0,0
"SLC14A1",1,0,0,0
"ZNF415",1,0,0,0
"PACRG-AS1",1,0,0,0
"DCD",1,0,0,0
"NUTM2F",1,0,0,0
"LOC105371814",1,0,0,0
"LINC00207",1,0,0,0
"FRG2EP",1,0,0,0
"ITGB1BP2",0.742108238521282,0.670280062599836,0,0
"OR4C11",1,0,0,0
"C1orf220",1,0,0,0
"PTX4",0.742108238521282,0.670280062599836,0,0
"CNBD2",1,0,0,0
"TDRD6",1,0,0,0
"FAM120A2P",1,0,0,0
"ITIH3",1,0,0,0
"WFDC5",1,0,0,0
"SSTR1",1,0,0,0
"FCN1",1,0,0,0
"CARMN",1,0,0,0
"LOC105369975",1,0,0,0
"SMCO2",1,0,0,0
"GPR84",1,0,0,0
"LOC105378571",1,0,0,0
"LOC105373000",1,0,0,0
"SLC6A12",1,0,0,0
"CDY2B",1,0,0,0
"LOC105378783",1,0,0,0
"105373166",1,0,0,0
"CACNG3",1,0,0,0
"CPNE6",1,0,0,0
"FAM74A4",1,0,0,0
"SPRY4-IT1",1,0,0,0
"LCT",1,0,0,0
"LOC105374655",1,0,0,0
"AKR7L",1,0,0,0
"H4C13",1,0,0,0
"LINC00592",1,0,0,0
"ARF6",1,0,0,0
"CDY1",1,0,0,0
"WDR87BP",1,0,0,0
"CA9",1,0,0,0
"MKNK1",1,0,0,0
"ARHGAP15-AS1",1,0,0,0
"GFOD2",1,0,0,0
"CFAP96",1,0,0,0
"RHBG",1,0,0,0
"HSPA6",1,0,0,0
"LOC101927857",1,0,0,0
"TMEM139-AS1",1,0,0,0
"CDY1B",1,0,0,0
"KRT36",0.742108238521282,0.670280062599836,0,0
"PCA3",1,0,0,0
"SGMS1-AS1",1,0,0,0
"PRAMEF17",1,0,0,0
"KBTBD12",1,0,0,0
"CHML",1,0,0,0
"LOC105376481",1,0,0,0
"LOC101929823",1,0,0,0
"GYG1",1,0,0,0
"LOC100288069",1,0,0,0
"LOC107986281",1,0,0,0
"PGPEP1L",1,0,0,0
"LINC00941",1,0,0,0
"KREMEN2",1,0,0,0
"CHL1-AS1",1,0,0,0
"CLEC18B",1,0,0,0
"F7",1,0,0,0
"TPH1",1,0,0,0
"DDX59-AS1",1,0,0,0
"CFC1B",0.742108238521282,0.670280062599836,0,0
"CT45A1",0.617988307121335,0,0.786187288285245,0
"LOC105374418",1,0,0,0
"LOC101928933",1,0,0,0
"MRPL42P5",1,0,0,0
"MAP1LC3C",1,0,0,0
"SPNS3",1,0,0,0
"CELA3B",1,0,0,0
"112267904",1,0,0,0
"PRAMEF2",1,0,0,0
"FITM1",1,0,0,0
"GSPT2",1,0,0,0
"LOC101928387",1,0,0,0
"SEC22B3P",1,0,0,0
"KLK15",1,0,0,0
"LOC105373728",1,0,0,0
"CITED2",1,0,0,0
"ZIM3",1,0,0,0
"LTA",0.742108238521282,0.670280062599836,0,0
"ERVMER34-1",1,0,0,0
"IRGC",0.742108238521282,0.670280062599836,0,0
"TPSD1",0.617988307121335,0,0.786187288285245,0
"PRAMEF15",1,0,0,0
"ARHGAP22",1,0,0,0
"KCTD21-AS1",1,0,0,0
"WDR5B",1,0,0,0
"TREML4",1,0,0,0
"LINC02388",1,0,0,0
"FAM25A",1,0,0,0
"SLC22A25",1,0,0,0
"LOC105376156",1,0,0,0
"RNU1-2",1,0,0,0
"CFAP184",1,0,0,0
"IRGM",1,0,0,0
"PADI4",0.617988307121335,0,0.786187288285245,0
"PGBD5",1,0,0,0
"APOL5",1,0,0,0
"TMEM182",1,0,0,0
"GABRD",1,0,0,0
"LOC112268038",1,0,0,0
"LINC01814",1,0,0,0
"107987057",1,0,0,0
"DPRX",1,0,0,0
"SPATA21",1,0,0,0
"RBM12B-AS1",1,0,0,0
"MMEL1",1,0,0,0
"TAF6",1,0,0,0
"SLC37A4",1,0,0,0
"388572",1,0,0,0
"GARIN1A",1,0,0,0
"LINC03122",1,0,0,0
"GFY",1,0,0,0
"SORL1-AS1",1,0,0,0
"RBM12B",1,0,0,0
"107984387",1,0,0,0
"107984754",1,0,0,0
"LINC01733",1,0,0,0
"MTFR2",1,0,0,0
"LINC03074",1,0,0,0
"KLK8",1,0,0,0
"ABCG5",1,0,0,0
"ERVV-2",1,0,0,0
"AARD",0.742108238521282,0.670280062599836,0,0
"LOC101929732",1,0,0,0
"MAGEB10",1,0,0,0
"CRX",1,0,0,0
"SYT8",0.742108238521282,0.670280062599836,0,0
"HERC2P4",1,0,0,0
"GDA",0.742108238521282,0.670280062599836,0,0
"105379508",1,0,0,0
"CNTNAP2-AS1",1,0,0,0
"HPR",1,0,0,0
"KLK7",0.742108238521282,0.670280062599836,0,0
"TENM3-AS1",1,0,0,0
"C19orf47",1,0,0,0
"TSPEAR",1,0,0,0
"LOC105370152",1,0,0,0
"HLA-C",1,0,0,0
"LGI1",1,0,0,0
"EWSAT1",1,0,0,0
"RNVU1-18",1,0,0,0
"SERTAD4-AS1",1,0,0,0
"POTEI",1,0,0,0
"LOC105379549",1,0,0,0
"NECAB2",1,0,0,0
"LOC107985221",1,0,0,0
"TWIST1",1,0,0,0
"ATP1A3",1,0,0,0
"PLEKHS1",0.742108238521282,0.670280062599836,0,0
"PRKAR2A-AS1",1,0,0,0
"IL13",0.53961814226692,0.487388851657797,0.686486975707545,0
"UMOD",1,0,0,0
"ZDHHC22",1,0,0,0
"LOC729609",0.589094188963293,0,0,0.808064376476083
"KIF20A",1,0,0,0
"C19orf18",1,0,0,0
"LINC00501",1,0,0,0
"CT45A10",0.742108238521282,0.670280062599836,0,0
"SNORD81",1,0,0,0
"SNORA68B",1,0,0,0
"GRP",1,0,0,0
"PTCRA",1,0,0,0
"LOC105373587",1,0,0,0
"ZNF726",1,0,0,0
"TAS2R31",1,0,0,0
"TMEM277P",1,0,0,0
"KLF17",1,0,0,0
"CNTFR-AS1",1,0,0,0
"DPP6",1,0,0,0
"TMSB15B",1,0,0,0
"ASPM",1,0,0,0
"TMC3",1,0,0,0
"LOC105372421",1,0,0,0
"MTHFD2P1",1,0,0,0
"CD300LG",0.589094188963293,0,0,0.808064376476083
"TIGD3",1,0,0,0
"VWA7",1,0,0,0
"LRRC39",1,0,0,0
"ZNF705D",1,0,0,0
"SLC7A3",1,0,0,0
"107984473",1,0,0,0
"TNMD",0.617988307121335,0,0.786187288285245,0
"LINC00858",1,0,0,0
"CPZ",1,0,0,0
"TTTY6",1,0,0,0
"TRIM46",1,0,0,0
"STAG3",1,0,0,0
"112268128",1,0,0,0
"CD300LD-AS1",1,0,0,0
"YEATS2-AS1",1,0,0,0
"MPO",1,0,0,0
"LOC105369293",1,0,0,0
"OR2H1",1,0,0,0
"APLNR",1,0,0,0
"LOC105372994",1,0,0,0
"ERCC6L2-AS1",1,0,0,0
"CARMIL3",1,0,0,0
"WDR11-DT",1,0,0,0
"CPA5",1,0,0,0
"TTTY6B",1,0,0,0
"LOC105373796",1,0,0,0
"TAS2R19",1,0,0,0
"NDUFAF5",1,0,0,0
"PAN2",1,0,0,0
"LINC01531",1,0,0,0
"LIPN",1,0,0,0
"SLC25A34",1,0,0,0
"SNORA41",1,0,0,0
"KNCN",1,0,0,0
"107986862",1,0,0,0
"TSSK4",1,0,0,0
"POTEF",1,0,0,0
"MYL6",1,0,0,0
"101929165",1,0,0,0
"LINC00486",1,0,0,0
"CXCL8",0.53961814226692,0.487388851657797,0.686486975707545,0
"DLX4",1,0,0,0
"LINC00342",1,0,0,0
"LOC105371942",1,0,0,0
"FGF5",1,0,0,0
"VSX2",1,0,0,0
"TEX22",1,0,0,0
"LAMB4",1,0,0,0
"DNHD1",1,0,0,0
"FOXC1",1,0,0,0
"FPR2",1,0,0,0
"YWHAEP7",1,0,0,0
"VIPR2",1,0,0,0
"RPS2P32",1,0,0,0
"DENND6A-DT",1,0,0,0
"H3C10",1,0,0,0
"FGFBP3",1,0,0,0
"ESPN",0.742108238521282,0.670280062599836,0,0
"C18orf61",1,0,0,0
"107986485",1,0,0,0
"CLDN8",1,0,0,0
"TDRKH-AS1",1,0,0,0
"C11orf86",1,0,0,0
"SLC16A12",1,0,0,0
"LNCOC1",1,0,0,0
"ARHGEF35-AS1",1,0,0,0
"PRSS38",1,0,0,0
"ADCY10",1,0,0,0
"CEP192P1",1,0,0,0
"GLT6D1",1,0,0,0
"LOC339666",1,0,0,0
"MYL7",0.742108238521282,0.670280062599836,0,0
"TCL1A",1,0,0,0
"APOA5",0.53961814226692,0.487388851657797,0.686486975707545,0
"PRH1-TAS2R14",1,0,0,0
"TAS2R14",1,0,0,0
"VIPR1-AS1",1,0,0,0
"PGA3",0.742108238521282,0.670280062599836,0,0
"LOC105375120",1,0,0,0
"RHO",0.617988307121335,0,0.786187288285245,0
"SRP19",1,0,0,0
"CLEC4D",0.742108238521282,0.670280062599836,0,0
"DENND3-AS1",1,0,0,0
"TRIML1",0.617988307121335,0,0.786187288285245,0
"GPR83",1,0,0,0
"OSGEPL1-AS1",1,0,0,0
"KCTD19",1,0,0,0
"LOC105373905",1,0,0,0
"SSX8P",1,0,0,0
"ALOX15B",1,0,0,0
"LINC02666",1,0,0,0
"SRY",1,0,0,0
"TAS2R50",1,0,0,0
"RASGRP3",1,0,0,0
"105375128",1,0,0,0
"LINC01761",1,0,0,0
"105378539",1,0,0,0
"CCNB1",1,0,0,0
"ADCYAP1R1",1,0,0,0
"ZNRF3-AS1",1,0,0,0
"ACTC1",1,0,0,0
"SCUBE3",1,0,0,0
"TSPEAR-AS2",1,0,0,0
"TM4SF19",1,0,0,0
"SSX2B",0.53961814226692,0.487388851657797,0.686486975707545,0
"H4C16",1,0,0,0
"MIR646HG",1,0,0,0
"H2BC11",1,0,0,0
"SERPINE3",1,0,0,0
"PRAMEF9",1,0,0,0
"RNU1-3",1,0,0,0
"NEURL1",1,0,0,0
"PITX2",0.742108238521282,0.670280062599836,0,0
"MIAT",1,0,0,0
"LINC02604",1,0,0,0
"PRAC1",1,0,0,0
"BOLA3-DT",1,0,0,0
"CHODL",1,0,0,0
"LOC105376923",1,0,0,0
"LINC03102",1,0,0,0
"105372976",1,0,0,0
"METTL21C",1,0,0,0
"L1CAM",1,0,0,0
"PLPP4",1,0,0,0
"INHBC",1,0,0,0
"MMP11",1,0,0,0
"LOC107984390",1,0,0,0
"DPYS",1,0,0,0
"TAS2R20",0.520060220985952,0.469723928914653,0,0.713370028213286
"HOXD3",1,0,0,0
"CCL3",1,0,0,0
"TGM3",1,0,0,0
"LY6G6C",1,0,0,0
"LINC00410",1,0,0,0
"RNF217-AS1",1,0,0,0
"BEND6",1,0,0,0
"NXF3",1,0,0,0
"LOC107984965",1,0,0,0
"BCORL1",1,0,0,0
"MOV10L1",1,0,0,0
"PF4V1",1,0,0,0
"LOC100288123",1,0,0,0
"XRCC2",1,0,0,0
"LOC105370519",1,0,0,0
"ADIPOQ",0.53961814226692,0.487388851657797,0.686486975707545,0
"BMS1P23",1,0,0,0
"SERPINB9P1",1,0,0,0
"RNVU1-7",1,0,0,0
"101930307",1,0,0,0
"107986798",1,0,0,0
"TSIX",1,0,0,0
"LOC112268199",1,0,0,0
"112268147",1,0,0,0
"DHRS12",1,0,0,0
"SH2D7",1,0,0,0
"MIR199A2",1,0,0,0
"OR7D2",1,0,0,0
"PLA2G4E-AS1",1,0,0,0
"LOC105376166",1,0,0,0
"CFC1",1,0,0,0
"LINC00642",1,0,0,0
"KLK2",1,0,0,0
"105379506",1,0,0,0
"105373975",1,0,0,0
"LIFR-AS1",1,0,0,0
"XKRYP7",1,0,0,0
"NAA11",0.742108238521282,0.670280062599836,0,0
"PAX3",0.742108238521282,0.670280062599836,0,0
"CD19",1,0,0,0
"107987293",1,0,0,0
"LOC101927374",1,0,0,0
"WNT9B",1,0,0,0
"LINC01205",1,0,0,0
"LOC729930",1,0,0,0
"INHBA-AS1",1,0,0,0
"SLC26A3",1,0,0,0
"XKRY",1,0,0,0
"NANOS3",1,0,0,0
"TAS2R46",1,0,0,0
"RPL3L",1,0,0,0
"LOC105372310",1,0,0,0
"DDX43",1,0,0,0
"LOC100289333",1,0,0,0
"LOC107987246",1,0,0,0
"CACNG8",1,0,0,0
"LOC101927881",1,0,0,0
"LOC101928446",1,0,0,0
"MIR663B",1,0,0,0
"LINC00924",1,0,0,0
"LOC105378841",1,0,0,0
"ZNF284",1,0,0,0
"CLEC4F",0.742108238521282,0.670280062599836,0,0
"TM4SF20",1,0,0,0
"ZBTB8B",1,0,0,0
